No_Event,Event,Swimmers,School,Location,Date,TIME,PL,Against,House.name,Month,Spells,Times
22,200 FREE RELAY,Molly Weasley,Hogwarts,Hogwarts,2019-11-17,02:04:3,2,Uagadou,Gryffindor,November,27.72526146419952,124.3
22,200 FREE RELAY,Arthur Weasley,Hogwarts,Hogwarts,2019-11-17,02:04:3,2,Uagadou,Gryffindor,November,21.72526146419952,124.3
22,200 FREE RELAY,James Potter,Hogwarts,Hogwarts,2019-11-17,02:04:3,2,Uagadou,Gryffindor,November,39.22526146419952,124.3
22,200 FREE RELAY,Lily Potter,Hogwarts,Hogwarts,2019-11-17,02:04:3,2,Uagadou,Gryffindor,November,39.72526146419952,124.3
23,200 FREE RELAY,Severus Snape,Hogwarts,Hogwarts,2019-11-17,02:25:3,3,Uagadou,Slytherin,November,79.91156228492773,145.3
23,200 FREE RELAY,Olive Hornby,Hogwarts,Hogwarts,2019-11-17,02:25:3,3,Uagadou,Gryffindor,November,31.911562284927726,145.3
23,200 FREE RELAY,Moaning Myrtle,Hogwarts,Hogwarts,2019-11-17,02:25:3,3,Uagadou,Ravenclaw,November,44.411562284927726,145.3
23,200 FREE RELAY,Bertha Jorkins,Hogwarts,Hogwarts,2019-11-17,02:25:3,3,Uagadou,Ravenclaw,November,37.41156228492773,145.3
30,400 FREE RELAY,Patricia Stimpson,Hogwarts,Hogwarts,2019-11-17,04:25:3,1,Uagadou,Ravenclaw,November,27.846588767433094,265.3
30,400 FREE RELAY,Madeline Cyr,Hogwarts,Hogwarts,2019-11-17,04:25:3,1,Uagadou,Hufflepuff,November,36.3465887674331,265.3
30,400 FREE RELAY,Kenneth Towler,Hogwarts,Hogwarts,2019-11-17,04:25:3,1,Uagadou,Gryffindor,November,17.84658876743309,265.3
30,400 FREE RELAY,Filius Flitwick,Hogwarts,Hogwarts,2019-11-17,04:25:3,1,Uagadou,Ravenclaw,November,22.346588767433097,265.3
31,400 FREE RELAY,Nymphadora Tonks,Hogwarts,Hogwarts,2019-11-17,05:16:7,3,Uagadou,Hufflepuff,November,23.787811809283234,316.7
31,400 FREE RELAY,Horace Slughorn,Hogwarts,Hogwarts,2019-11-17,05:16:7,3,Uagadou,Slytherin,November,63.287811809283234,316.7
31,400 FREE RELAY,Phineas Nigellus Black,Hogwarts,Hogwarts,2019-11-17,05:16:7,3,Uagadou,Slytherin,November,60.287811809283234,316.7
31,400 FREE RELAY,Regulus Black,Hogwarts,Hogwarts,2019-11-17,05:16:7,3,Uagadou,Slytherin,November,60.787811809283234,316.7
32,400 FREE RELAY,Bellatrix Lestrange,Hogwarts,Hogwarts,2019-11-17,05:32:6,4,Uagadou,Slytherin,November,52.03307276007216,332.6
32,400 FREE RELAY,Narcissa Malfoy,Hogwarts,Hogwarts,2019-11-17,05:32:6,4,Uagadou,Slytherin,November,61.53307276007216,332.6
32,400 FREE RELAY,Evan Rosier,Hogwarts,Hogwarts,2019-11-17,05:32:6,4,Uagadou,Slytherin,November,49.03307276007216,332.6
32,400 FREE RELAY,Rodolphus Lestrange,Hogwarts,Hogwarts,2019-11-17,05:32:6,4,Uagadou,Slytherin,November,46.03307276007216,332.6
1,200 MEDLEY RELAY,Rabastan Lestrange,Hogwarts,Mahoutokoro,2019-10-20,02:15:8,3,Mahoutokoro,Slytherin,October,81.81885125184094,135.8
1,200 MEDLEY RELAY,Miles Bletchley,Hogwarts,Mahoutokoro,2019-10-20,02:15:8,3,Mahoutokoro,Slytherin,October,81.31885125184094,135.8
1,200 MEDLEY RELAY,Harry Potter,Hogwarts,Mahoutokoro,2019-10-20,02:15:8,3,Mahoutokoro,Gryffindor,October,25.318851251840933,135.8
1,200 MEDLEY RELAY,Ron Weasley,Hogwarts,Mahoutokoro,2019-10-20,02:15:8,3,Mahoutokoro,Gryffindor,October,27.318851251840933,135.8
2,200 MEDLEY RELAY,Hermione Granger,Hogwarts,Mahoutokoro,2019-10-20,02:07:3,1,Mahoutokoro,Gryffindor,October,36.77729772191674,127.3
2,200 MEDLEY RELAY,Colin Creevey,Hogwarts,Mahoutokoro,2019-10-20,02:07:3,1,Mahoutokoro,Gryffindor,October,36.77729772191674,127.3
2,200 MEDLEY RELAY,Seamus Finnigan,Hogwarts,Mahoutokoro,2019-10-20,02:07:3,1,Mahoutokoro,Gryffindor,October,35.77729772191673,127.3
2,200 MEDLEY RELAY,Hannah Abbott,Hogwarts,Mahoutokoro,2019-10-20,02:07:3,1,Mahoutokoro,Hufflepuff,October,48.27729772191673,127.3
3,200 MEDLEY RELAY,Pansy Parkinson,Hogwarts,Mahoutokoro,2019-10-20,02:29:5,4,Mahoutokoro,Slytherin,October,69.9448160535117,149.5
3,200 MEDLEY RELAY,Zacharias Smith,Hogwarts,Mahoutokoro,2019-10-20,02:29:5,4,Mahoutokoro,Hufflepuff,October,36.94481605351171,149.5
3,200 MEDLEY RELAY,Blaise Zabini,Hogwarts,Mahoutokoro,2019-10-20,02:29:5,4,Mahoutokoro,Slytherin,October,63.9448160535117,149.5
3,200 MEDLEY RELAY,Draco Malfoy,Hogwarts,Mahoutokoro,2019-10-20,02:29:5,4,Mahoutokoro,Slytherin,October,79.9448160535117,149.5
21,200 FREE RELAY,Neville Longbottom,Hogwarts,Mahoutokoro,2019-10-20,02:00:5,2,Mahoutokoro,Gryffindor,October,36.49377593360996,120.5
21,200 FREE RELAY,Ginny Weasley,Hogwarts,Mahoutokoro,2019-10-20,02:00:5,2,Mahoutokoro,Gryffindor,October,24.49377593360996,120.5
21,200 FREE RELAY,Romilda Vane,Hogwarts,Mahoutokoro,2019-10-20,02:00:5,2,Mahoutokoro,Gryffindor,October,24.49377593360996,120.5
21,200 FREE RELAY,Natalie McDonald,Hogwarts,Mahoutokoro,2019-10-20,02:00:5,2,Mahoutokoro,Gryffindor,October,37.99377593360997,120.5
22,200 FREE RELAY,Jimmy Peakes,Hogwarts,Mahoutokoro,2019-10-20,01:55:8,1,Mahoutokoro,Gryffindor,October,34.17789291882556,115.8
22,200 FREE RELAY,Euan Abercrombie,Hogwarts,Mahoutokoro,2019-10-20,01:55:8,1,Mahoutokoro,Gryffindor,October,36.67789291882556,115.8
22,200 FREE RELAY,Mary MacDonald,Hogwarts,Mahoutokoro,2019-10-20,01:55:8,1,Mahoutokoro,Gryffindor,October,35.17789291882556,115.8
22,200 FREE RELAY,Penelope Clearwater,Hogwarts,Mahoutokoro,2019-10-20,01:55:8,1,Mahoutokoro,Ravenclaw,October,56.177892918825556,115.8
23,200 FREE RELAY,Roger Davies,Hogwarts,Mahoutokoro,2019-10-20,02:30:5,6,Mahoutokoro,Ravenclaw,October,44.222591362126245,150.5
23,200 FREE RELAY,Eddie Carmichael,Hogwarts,Mahoutokoro,2019-10-20,02:30:5,6,Mahoutokoro,Ravenclaw,October,51.722591362126245,150.5
23,200 FREE RELAY,Cho Chang,Hogwarts,Mahoutokoro,2019-10-20,02:30:5,6,Mahoutokoro,Ravenclaw,October,39.722591362126245,150.5
23,200 FREE RELAY,Marietta Edgecombe,Hogwarts,Mahoutokoro,2019-10-20,02:30:5,6,Mahoutokoro,Ravenclaw,October,50.22259136212625,150.5
30,400 FREE RELAY,Morag McDougal,Hogwarts,Mahoutokoro,2019-10-20,05:42:9,6,Mahoutokoro,Ravenclaw,October,31.081510644502774,342.9
30,400 FREE RELAY,Padma Patil,Hogwarts,Mahoutokoro,2019-10-20,05:42:9,6,Mahoutokoro,Gryffindor,October,0,342.9
30,400 FREE RELAY,Lisa Turpin,Hogwarts,Mahoutokoro,2019-10-20,05:42:9,6,Mahoutokoro,Ravenclaw,October,20.08151064450277,342.9
30,400 FREE RELAY,Luna Lovegood,Hogwarts,Mahoutokoro,2019-10-20,05:42:9,6,Mahoutokoro,Ravenclaw,October,31.58151064450277,342.9
31,400 FREE RELAY,Orla Quirke,Hogwarts,Mahoutokoro,2019-10-20,04:32:0,1,Mahoutokoro,Ravenclaw,October,25.38235294117647,272
31,400 FREE RELAY,Stewart Ackerley,Hogwarts,Mahoutokoro,2019-10-20,04:32:0,1,Mahoutokoro,Ravenclaw,October,34.38235294117647,272
31,400 FREE RELAY,Susan Bones,Hogwarts,Mahoutokoro,2019-10-20,04:32:0,1,Mahoutokoro,Hufflepuff,October,20.38235294117647,272
31,400 FREE RELAY,Eleanor Branstone,Hogwarts,Mahoutokoro,2019-10-20,04:32:0,1,Mahoutokoro,Hufflepuff,October,34.38235294117647,272
32,400 FREE RELAY,Owen Cauldwell,Hogwarts,Mahoutokoro,2019-10-20,05:36:7,4,Mahoutokoro,Hufflepuff,October,29.35001485001485,336.7
32,400 FREE RELAY,Justin Finch-Fletchley,Hogwarts,Mahoutokoro,2019-10-20,05:36:7,4,Mahoutokoro,Hufflepuff,October,26.35001485001485,336.7
32,400 FREE RELAY,Wayne Hopkins,Hogwarts,Mahoutokoro,2019-10-20,05:36:7,4,Mahoutokoro,Hufflepuff,October,32.350014850014844,336.7
32,400 FREE RELAY,Megan Jones,Hogwarts,Mahoutokoro,2019-10-20,05:36:7,4,Mahoutokoro,Hufflepuff,October,25.85001485001485,336.7
1,200 MEDLEY RELAY,Laura Madley,Hogwarts,Hogwarts,2019-11-17,02:37:0,3,Castelobruxo,Hufflepuff,November,42.347133757961785,157
1,200 MEDLEY RELAY,Kevin Whitby,Hogwarts,Hogwarts,2019-11-17,02:37:0,3,Castelobruxo,Hufflepuff,November,36.347133757961785,157
1,200 MEDLEY RELAY,Rose Zeller,Hogwarts,Hogwarts,2019-11-17,02:37:0,3,Castelobruxo,Hufflepuff,November,48.847133757961785,157
1,200 MEDLEY RELAY,Terence Higgs,Hogwarts,Hogwarts,2019-11-17,02:37:0,3,Castelobruxo,Slytherin,November,81.84713375796179,157
2,200 MEDLEY RELAY,Adrian Pucey,Hogwarts,Hogwarts,2019-11-17,02:13:1,1,Castelobruxo,Slytherin,November,83.06574004507888,133.1
2,200 MEDLEY RELAY,Tracey Davis,Hogwarts,Hogwarts,2019-11-17,02:13:1,1,Castelobruxo,Slytherin,November,67.56574004507888,133.1
2,200 MEDLEY RELAY,Lilian Moon,Hogwarts,Hogwarts,2019-11-17,02:13:1,1,Castelobruxo,Hufflepuff,November,43.06574004507888,133.1
2,200 MEDLEY RELAY,Daphne Greengrass,Hogwarts,Hogwarts,2019-11-17,02:13:1,1,Castelobruxo,Slytherin,November,84.06574004507888,133.1
3,200 MEDLEY RELAY,Theodore Nott,Hogwarts,Hogwarts,2019-11-17,03:01:4,4,Castelobruxo,Slytherin,November,74.56339581036383,181.4
3,200 MEDLEY RELAY,Astoria Greengrass,Hogwarts,Hogwarts,2019-11-17,03:01:4,4,Castelobruxo,Slytherin,November,77.56339581036384,181.4
3,200 MEDLEY RELAY,Malcolm Baddock,Hogwarts,Hogwarts,2019-11-17,03:01:4,4,Castelobruxo,Slytherin,November,74.06339581036383,181.4
3,200 MEDLEY RELAY,Graham Pritchard,Hogwarts,Hogwarts,2019-11-17,03:01:4,4,Castelobruxo,Slytherin,November,63.063395810363836,181.4
21,200 FREE RELAY,Severus Snape,Hogwarts,Hogwarts,2019-11-17,02:24:6,2,Castelobruxo,Slytherin,November,79.07814661134164,144.6
21,200 FREE RELAY,Olive Hornby,Hogwarts,Hogwarts,2019-11-17,02:24:6,2,Castelobruxo,Gryffindor,November,28.07814661134163,144.6
21,200 FREE RELAY,Moaning Myrtle,Hogwarts,Hogwarts,2019-11-17,02:24:6,2,Castelobruxo,Ravenclaw,November,49.07814661134164,144.6
21,200 FREE RELAY,Bertha Jorkins,Hogwarts,Hogwarts,2019-11-17,02:24:6,2,Castelobruxo,Ravenclaw,November,43.57814661134164,144.6
22,200 FREE RELAY,Sirius Black,Hogwarts,Hogwarts,2019-11-17,02:01:6,1,Castelobruxo,Gryffindor,November,38.118421052631575,121.6
22,200 FREE RELAY,Peter Pettigrew,Hogwarts,Hogwarts,2019-11-17,02:01:6,1,Castelobruxo,Gryffindor,November,36.618421052631575,121.6
22,200 FREE RELAY,Minerva McGonagall,Hogwarts,Hogwarts,2019-11-17,02:01:6,1,Castelobruxo,Gryffindor,November,38.118421052631575,121.6
22,200 FREE RELAY,Remus Lupin,Hogwarts,Hogwarts,2019-11-17,02:01:6,1,Castelobruxo,Gryffindor,November,33.118421052631575,121.6
23,200 FREE RELAY,Lee Jordan,Hogwarts,Hogwarts,2019-11-17,02:35:4,3,Castelobruxo,Gryffindor,November,18.67503217503217,155.4
23,200 FREE RELAY,Alicia Spinnet,Hogwarts,Hogwarts,2019-11-17,02:35:4,3,Castelobruxo,Gryffindor,November,17.17503217503217,155.4
23,200 FREE RELAY,Patricia Stimpson,Hogwarts,Hogwarts,2019-11-17,02:35:4,3,Castelobruxo,Ravenclaw,November,39.17503217503218,155.4
23,200 FREE RELAY,Madeline Cyr,Hogwarts,Hogwarts,2019-11-17,02:35:4,3,Castelobruxo,Hufflepuff,November,38.67503217503217,155.4
30,400 FREE RELAY,Bellatrix Lestrange,Hogwarts,Hogwarts,2019-11-17,05:19:4,3,Castelobruxo,Slytherin,November,48.654351909830936,319.4
30,400 FREE RELAY,Narcissa Malfoy,Hogwarts,Hogwarts,2019-11-17,05:19:4,3,Castelobruxo,Slytherin,November,55.154351909830936,319.4
30,400 FREE RELAY,Evan Rosier,Hogwarts,Hogwarts,2019-11-17,05:19:4,3,Castelobruxo,Slytherin,November,58.654351909830936,319.4
30,400 FREE RELAY,Rodolphus Lestrange,Hogwarts,Hogwarts,2019-11-17,05:19:4,3,Castelobruxo,Slytherin,November,63.654351909830936,319.4
31,400 FREE RELAY,Rabastan Lestrange,Hogwarts,Hogwarts,2019-11-17,04:42:5,1,Castelobruxo,Slytherin,November,47.69911504424779,282.5
31,400 FREE RELAY,Miles Bletchley,Hogwarts,Hogwarts,2019-11-17,04:42:5,1,Castelobruxo,Slytherin,November,50.19911504424779,282.5
31,400 FREE RELAY,Harry Potter,Hogwarts,Hogwarts,2019-11-17,04:42:5,1,Castelobruxo,Gryffindor,November,13.19911504424779,282.5
31,400 FREE RELAY,Ron Weasley,Hogwarts,Hogwarts,2019-11-17,04:42:5,1,Castelobruxo,Gryffindor,November,15.69911504424779,282.5
32,400 FREE RELAY,Hermione Granger,Hogwarts,Hogwarts,2019-11-17,06:07:2,4,Castelobruxo,Gryffindor,November,5.116557734204793,367.2
32,400 FREE RELAY,Colin Creevey,Hogwarts,Hogwarts,2019-11-17,06:07:2,4,Castelobruxo,Gryffindor,November,7.11655773420479,367.2
32,400 FREE RELAY,Seamus Finnigan,Hogwarts,Hogwarts,2019-11-17,06:07:2,4,Castelobruxo,Gryffindor,November,11.116557734204797,367.2
32,400 FREE RELAY,Hannah Abbott,Hogwarts,Hogwarts,2019-11-17,06:07:2,4,Castelobruxo,Hufflepuff,November,30.116557734204793,367.2
1,200 MEDLEY RELAY,Pansy Parkinson,Hogwarts,Durmstrang,2019-12-15,02:41:3,5,Durmstrang,Slytherin,December,64.4981401115933,161.3
1,200 MEDLEY RELAY,Zacharias Smith,Hogwarts,Durmstrang,2019-12-15,02:41:3,5,Durmstrang,Hufflepuff,December,40.9981401115933,161.3
1,200 MEDLEY RELAY,Blaise Zabini,Hogwarts,Durmstrang,2019-12-15,02:41:3,5,Durmstrang,Slytherin,December,78.9981401115933,161.3
1,200 MEDLEY RELAY,Draco Malfoy,Hogwarts,Durmstrang,2019-12-15,02:41:3,5,Durmstrang,Slytherin,December,70.9981401115933,161.3
2,200 MEDLEY RELAY,Dean Thomas,Hogwarts,Durmstrang,2019-12-15,02:15:0,1,Durmstrang,Gryffindor,December,29.537037037037038,135
2,200 MEDLEY RELAY,Millicent Bulstrode,Hogwarts,Durmstrang,2019-12-15,02:15:0,1,Durmstrang,Slytherin,December,67.03703703703704,135
2,200 MEDLEY RELAY,Terry Boot,Hogwarts,Durmstrang,2019-12-15,02:15:0,1,Durmstrang,Ravenclaw,December,51.03703703703704,135
2,200 MEDLEY RELAY,Ernie Macmillan,Hogwarts,Durmstrang,2019-12-15,02:15:0,1,Durmstrang,Hufflepuff,December,37.03703703703704,135
3,200 MEDLEY RELAY,Vincent Crabbe,Hogwarts,Durmstrang,2019-12-15,03:05:2,6,Durmstrang,Slytherin,December,69.99784017278617,185.2
3,200 MEDLEY RELAY,Gregory Goyle,Hogwarts,Durmstrang,2019-12-15,03:05:2,6,Durmstrang,Slytherin,December,68.99784017278618,185.2
3,200 MEDLEY RELAY,Lavender Brown,Hogwarts,Durmstrang,2019-12-15,03:05:2,6,Durmstrang,Gryffindor,December,14.997840172786177,185.2
3,200 MEDLEY RELAY,Katie Bell,Hogwarts,Durmstrang,2019-12-15,03:05:2,6,Durmstrang,Gryffindor,December,24.997840172786177,185.2
21,200 FREE RELAY,Roger Davies,Hogwarts,Durmstrang,2019-12-15,02:34:5,5,Durmstrang,Ravenclaw,December,38.862459546925564,154.5
21,200 FREE RELAY,Eddie Carmichael,Hogwarts,Durmstrang,2019-12-15,02:34:5,5,Durmstrang,Ravenclaw,December,51.362459546925564,154.5
21,200 FREE RELAY,Cho Chang,Hogwarts,Durmstrang,2019-12-15,02:34:5,5,Durmstrang,Ravenclaw,December,34.86245954692557,154.5
21,200 FREE RELAY,Marietta Edgecombe,Hogwarts,Durmstrang,2019-12-15,02:34:5,5,Durmstrang,Ravenclaw,December,47.86245954692557,154.5
22,200 FREE RELAY,Mandy Brocklehurst,Hogwarts,Durmstrang,2019-12-15,02:14:8,2,Durmstrang,Ravenclaw,December,47.59198813056379,134.8
22,200 FREE RELAY,Michael Corner,Hogwarts,Durmstrang,2019-12-15,02:14:8,2,Durmstrang,Ravenclaw,December,48.5919881305638,134.8
22,200 FREE RELAY,Stephen Cornfoot,Hogwarts,Durmstrang,2019-12-15,02:14:8,2,Durmstrang,Slytherin,December,79.59198813056379,134.8
22,200 FREE RELAY,Kevin Entwhistle,Hogwarts,Durmstrang,2019-12-15,02:14:8,2,Durmstrang,Ravenclaw,December,43.5919881305638,134.8
23,200 FREE RELAY,Anthony Goldstein,Hogwarts,Durmstrang,2019-12-15,02:32:8,6,Durmstrang,Ravenclaw,December,42.22251308900523,152.8
23,200 FREE RELAY,Su Li,Hogwarts,Durmstrang,2019-12-15,02:32:8,6,Durmstrang,Ravenclaw,December,36.72251308900523,152.8
23,200 FREE RELAY,Morag McDougal,Hogwarts,Durmstrang,2019-12-15,02:32:8,6,Durmstrang,Ravenclaw,December,38.72251308900523,152.8
23,200 FREE RELAY,Padma Patil,Hogwarts,Durmstrang,2019-12-15,02:32:8,6,Durmstrang,Gryffindor,December,21.222513089005233,152.8
30,400 FREE RELAY,Owen Cauldwell,Hogwarts,Durmstrang,2019-12-15,06:18:5,5,Durmstrang,Hufflepuff,December,32.21003963011889,378.5
30,400 FREE RELAY,Justin Finch-Fletchley,Hogwarts,Durmstrang,2019-12-15,06:18:5,5,Durmstrang,Hufflepuff,December,15.21003963011889,378.5
30,400 FREE RELAY,Wayne Hopkins,Hogwarts,Durmstrang,2019-12-15,06:18:5,5,Durmstrang,Hufflepuff,December,15.21003963011889,378.5
30,400 FREE RELAY,Megan Jones,Hogwarts,Durmstrang,2019-12-15,06:18:5,5,Durmstrang,Hufflepuff,December,33.21003963011889,378.5
31,400 FREE RELAY,Laura Madley,Hogwarts,Durmstrang,2019-12-15,04:42:1,2,Durmstrang,Hufflepuff,December,32.22421127259837,282.1
31,400 FREE RELAY,Kevin Whitby,Hogwarts,Durmstrang,2019-12-15,04:42:1,2,Durmstrang,Hufflepuff,December,22.724211272598367,282.1
31,400 FREE RELAY,Rose Zeller,Hogwarts,Durmstrang,2019-12-15,04:42:1,2,Durmstrang,Hufflepuff,December,36.72421127259837,282.1
31,400 FREE RELAY,Terence Higgs,Hogwarts,Durmstrang,2019-12-15,04:42:1,2,Durmstrang,Slytherin,December,60.72421127259837,282.1
32,400 FREE RELAY,Adrian Pucey,Hogwarts,Durmstrang,2019-12-15,06:20:5,6,Durmstrang,Slytherin,December,56.14060446780552,380.5
32,400 FREE RELAY,Tracey Davis,Hogwarts,Durmstrang,2019-12-15,06:20:5,6,Durmstrang,Slytherin,December,54.64060446780552,380.5
32,400 FREE RELAY,Lilian Moon,Hogwarts,Durmstrang,2019-12-15,06:20:5,6,Durmstrang,Hufflepuff,December,15.640604467805518,380.5
32,400 FREE RELAY,Daphne Greengrass,Hogwarts,Durmstrang,2019-12-15,06:20:5,6,Durmstrang,Slytherin,December,52.64060446780552,380.5
1,200 MEDLEY RELAY,Theodore Nott,Hogwarts,Hogwarts,2019-11-22,02:08:9,1,Beauxbatons,Slytherin,November,85.28975950349107,128.9
1,200 MEDLEY RELAY,Astoria Greengrass,Hogwarts,Hogwarts,2019-11-22,02:08:9,1,Beauxbatons,Slytherin,November,79.78975950349108,128.9
1,200 MEDLEY RELAY,Malcolm Baddock,Hogwarts,Hogwarts,2019-11-22,02:08:9,1,Beauxbatons,Slytherin,November,82.78975950349107,128.9
1,200 MEDLEY RELAY,Graham Pritchard,Hogwarts,Hogwarts,2019-11-22,02:08:9,1,Beauxbatons,Slytherin,November,69.28975950349107,128.9
2,200 MEDLEY RELAY,Lucius Malfoy,Hogwarts,Hogwarts,2019-11-22,02:17:4,2,Beauxbatons,Slytherin,November,69.39010189228529,137.4
2,200 MEDLEY RELAY,Tom Riddle,Hogwarts,Hogwarts,2019-11-22,02:17:4,2,Beauxbatons,Slytherin,November,84.39010189228529,137.4
2,200 MEDLEY RELAY,Percy Weasley,Hogwarts,Hogwarts,2019-11-22,02:17:4,2,Beauxbatons,Gryffindor,November,24.8901018922853,137.4
2,200 MEDLEY RELAY,Bill Weasley,Hogwarts,Hogwarts,2019-11-22,02:17:4,2,Beauxbatons,Gryffindor,November,27.8901018922853,137.4
3,200 MEDLEY RELAY,Charlie Weasley,Hogwarts,Hogwarts,2019-11-22,02:36:7,5,Beauxbatons,Gryffindor,November,27.408104658583284,156.7
3,200 MEDLEY RELAY,Fred Weasley,Hogwarts,Hogwarts,2019-11-22,02:36:7,5,Beauxbatons,Gryffindor,November,24.408104658583284,156.7
3,200 MEDLEY RELAY,George Weasley,Hogwarts,Hogwarts,2019-11-22,02:36:7,5,Beauxbatons,Gryffindor,November,30.908104658583284,156.7
3,200 MEDLEY RELAY,Aberforth Dumbledore,Hogwarts,Hogwarts,2019-11-22,02:36:7,5,Beauxbatons,Gryffindor,November,26.908104658583284,156.7
21,200 FREE RELAY,Lee Jordan,Hogwarts,Hogwarts,2019-11-22,02:03:8,2,Beauxbatons,Gryffindor,November,39.38772213247173,123.8
21,200 FREE RELAY,Alicia Spinnet,Hogwarts,Hogwarts,2019-11-22,02:03:8,2,Beauxbatons,Gryffindor,November,37.38772213247173,123.8
21,200 FREE RELAY,Patricia Stimpson,Hogwarts,Hogwarts,2019-11-22,02:03:8,2,Beauxbatons,Ravenclaw,November,50.38772213247172,123.8
21,200 FREE RELAY,Madeline Cyr,Hogwarts,Hogwarts,2019-11-22,02:03:8,2,Beauxbatons,Hufflepuff,November,58.38772213247172,123.8
22,200 FREE RELAY,Kenneth Towler,Hogwarts,Hogwarts,2019-11-22,01:53:5,1,Beauxbatons,Gryffindor,November,34.05286343612335,113.5
22,200 FREE RELAY,Filius Flitwick,Hogwarts,Hogwarts,2019-11-22,01:53:5,1,Beauxbatons,Ravenclaw,November,59.55286343612335,113.5
22,200 FREE RELAY,Nymphadora Tonks,Hogwarts,Hogwarts,2019-11-22,01:53:5,1,Beauxbatons,Hufflepuff,November,57.552863436123346,113.5
22,200 FREE RELAY,Horace Slughorn,Hogwarts,Hogwarts,2019-11-22,01:53:5,1,Beauxbatons,Slytherin,November,81.55286343612335,113.5
23,200 FREE RELAY,Phineas Nigellus Black,Hogwarts,Hogwarts,2019-11-22,02:24:8,4,Beauxbatons,Slytherin,November,64.5303867403315,144.8
23,200 FREE RELAY,Regulus Black,Hogwarts,Hogwarts,2019-11-22,02:24:8,4,Beauxbatons,Slytherin,November,82.0303867403315,144.8
23,200 FREE RELAY,Bellatrix Lestrange,Hogwarts,Hogwarts,2019-11-22,02:24:8,4,Beauxbatons,Slytherin,November,67.5303867403315,144.8
23,200 FREE RELAY,Narcissa Malfoy,Hogwarts,Hogwarts,2019-11-22,02:24:8,4,Beauxbatons,Slytherin,November,77.0303867403315,144.8
30,400 FREE RELAY,Hermione Granger,Hogwarts,Hogwarts,2019-11-22,05:00:5,2,Beauxbatons,Gryffindor,November,0,300.5
30,400 FREE RELAY,Colin Creevey,Hogwarts,Hogwarts,2019-11-22,05:00:5,2,Beauxbatons,Gryffindor,November,16.138935108153085,300.5
30,400 FREE RELAY,Seamus Finnigan,Hogwarts,Hogwarts,2019-11-22,05:00:5,2,Beauxbatons,Gryffindor,November,16.138935108153085,300.5
30,400 FREE RELAY,Hannah Abbott,Hogwarts,Hogwarts,2019-11-22,05:00:5,2,Beauxbatons,Hufflepuff,November,29.13893510815308,300.5
31,400 FREE RELAY,Pansy Parkinson,Hogwarts,Hogwarts,2019-11-22,04:38:4,1,Beauxbatons,Slytherin,November,64.45977011494253,278.4
31,400 FREE RELAY,Zacharias Smith,Hogwarts,Hogwarts,2019-11-22,04:38:4,1,Beauxbatons,Hufflepuff,November,30.95977011494253,278.4
31,400 FREE RELAY,Blaise Zabini,Hogwarts,Hogwarts,2019-11-22,04:38:4,1,Beauxbatons,Slytherin,November,49.95977011494253,278.4
31,400 FREE RELAY,Draco Malfoy,Hogwarts,Hogwarts,2019-11-22,04:38:4,1,Beauxbatons,Slytherin,November,53.45977011494253,278.4
32,400 FREE RELAY,Dean Thomas,Hogwarts,Hogwarts,2019-11-22,05:37:2,4,Beauxbatons,Gryffindor,November,0,337.2
32,400 FREE RELAY,Millicent Bulstrode,Hogwarts,Hogwarts,2019-11-22,05:37:2,4,Beauxbatons,Slytherin,November,57.327995255041515,337.2
32,400 FREE RELAY,Terry Boot,Hogwarts,Hogwarts,2019-11-22,05:37:2,4,Beauxbatons,Ravenclaw,November,34.827995255041515,337.2
32,400 FREE RELAY,Ernie Macmillan,Hogwarts,Hogwarts,2019-11-22,05:37:2,4,Beauxbatons,Hufflepuff,November,21.327995255041515,337.2
1,200 MEDLEY RELAY,Vincent Crabbe,Hogwarts,Ilvermorny,2019-12-15,02:12:5,2,Ilvermorny,Slytherin,December,68.23584905660377,132.5
1,200 MEDLEY RELAY,Gregory Goyle,Hogwarts,Ilvermorny,2019-12-15,02:12:5,2,Ilvermorny,Slytherin,December,86.23584905660378,132.5
1,200 MEDLEY RELAY,Lavender Brown,Hogwarts,Ilvermorny,2019-12-15,02:12:5,2,Ilvermorny,Gryffindor,December,36.735849056603776,132.5
1,200 MEDLEY RELAY,Katie Bell,Hogwarts,Ilvermorny,2019-12-15,02:12:5,2,Ilvermorny,Gryffindor,December,19.235849056603776,132.5
2,200 MEDLEY RELAY,Parvati Patil,Hogwarts,Ilvermorny,2019-12-15,02:04:7,1,Ilvermorny,Gryffindor,December,34.0962309542903,124.7
2,200 MEDLEY RELAY,Dennis Creevey,Hogwarts,Ilvermorny,2019-12-15,02:04:7,1,Ilvermorny,Gryffindor,December,38.09623095429029,124.7
2,200 MEDLEY RELAY,Eloise Midgen,Hogwarts,Ilvermorny,2019-12-15,02:04:7,1,Ilvermorny,Gryffindor,December,39.5962309542903,124.7
2,200 MEDLEY RELAY,Ritchie Coote,Hogwarts,Ilvermorny,2019-12-15,02:04:7,1,Ilvermorny,Gryffindor,December,36.5962309542903,124.7
3,200 MEDLEY RELAY,Jack Sloper,Hogwarts,Ilvermorny,2019-12-15,02:36:7,4,Ilvermorny,Gryffindor,December,23.408104658583284,156.7
3,200 MEDLEY RELAY,Victoria Frobisher,Hogwarts,Ilvermorny,2019-12-15,02:36:7,4,Ilvermorny,Gryffindor,December,12.408104658583284,156.7
